13,VDTRatingsTL2,70,s_u2_low,?,N,1,635,second
13,VDTRatingsTL2,70,s_u2_low,!GRID,0,1,1257,second
13,VDTRatingsTL2,80,s_u2_low,?,Y,0,1200,second
13,VDTRatingsTL2,80,s_u2_low,!GRID,0,1,1280,second
13,VDTRatingsTL2,71,s_u3_low,?,Y,0,2590,second
13,VDTRatingsTL2,71,s_u3_low,!GRID,0,1,1144,second
13,VDTRatingsTL2,63,s_u5_low,?,Y,0,425,second
13,VDTRatingsTL2,63,s_u5_low,!GRID,0,1,1369,second
13,VDTRatingsTL2,69,s_u1_low,?,Y,0,1660,second
13,VDTRatingsTL2,69,s_u1_low,!GRID,0,1,1424,second
13,VDTRatingsTL2,62,s_u4_low,?,Y,0,1918,second
13,VDTRatingsTL2,62,s_u4_low,!GRID,0,1,1275,second
13,VDTRatingsTL2,81,s_u3_low,?,Y,0,825,second
13,VDTRatingsTL2,81,s_u3_low,!GRID,0,1,1390,second
13,VDTRatingsTL2,84,s_t_low,?,Y,1,1407,second
13,VDTRatingsTL2,84,s_t_low,!GRID,0,1,1090,second
13,VDTRatingsTL2,73,s_u5_low,?,N,1,1999,second
13,VDTRatingsTL2,73,s_u5_low,!GRID,0,1,1056,second
13,VDTRatingsTL2,85,s_f_low,?,N,1,525,second
13,VDTRatingsTL2,85,s_f_low,!GRID,0,1,981,second
13,VDTRatingsTL2,88,a_f_low,?,N,1,712,second
13,VDTRatingsTL2,88,a_f_low,!GRID,0,1,1074,second
13,VDTRatingsTL2,87,a_t_low,?,N,1,499,second
13,VDTRatingsTL2,87,a_t_low,!GRID,0,1,1234,second
13,VDTRatingsTL2,82,s_u4_low,?,N,1,1762,second
13,VDTRatingsTL2,82,s_u4_low,!GRID,0,1,1610,second
13,VDTRatingsTL2,72,s_u4_low,?,N,1,1890,second
13,VDTRatingsTL2,72,s_u4_low,!GRID,0,1,1197,second
13,VDTRatingsTL2,67,a_t_low,?,N,1,336,second
13,VDTRatingsTL2,67,a_t_low,!GRID,0,1,882,second
13,VDTRatingsTL2,89,s_u1_low,?,Y,0,390,second
13,VDTRatingsTL2,89,s_u1_low,!GRID,0,1,1770,second
13,VDTRatingsTL2,78,a_f_low,?,N,1,373,second
13,VDTRatingsTL2,78,a_f_low,!GRID,0,1,1025,second
13,VDTRatingsTL2,68,a_f_low,?,N,1,258,second
13,VDTRatingsTL2,68,a_f_low,!GRID,0,1,1145,second
13,VDTRatingsTL2,65,s_f_low,?,N,1,265,second
13,VDTRatingsTL2,65,s_f_low,!GRID,0,1,769,second
13,VDTRatingsTL2,74,s_t_low,?,Y,1,548,second
13,VDTRatingsTL2,74,s_t_low,!GRID,0,1,785,second
